kilometrage,age_vehicule,vitesse_moyenne,facteur_usure,duree_vie_restante,etat
26433.216848583197,7.907236746143731,54.925939531154526,0.26885375345182644,109671.93698222602,normal
109493.77620072897,0.8520239468901103,54.045376374682945,0.9670147830203555,4947.782546946677,critique
293137.2548547551,8.478590375220161,49.54902291323309,3.872995503975747,0.0,critique
65597.29753541185,9.488008666938034,47.62992057461808,0.7356559558088213,39651.60662867681,normal
264503.43723721994,14.377289427172277,83.06711949157408,3.8718297478345414,0.0,critique
174069.7279129216,5.771297963116804,35.141695326848236,2.4100179547551956,0.0,critique
252498.1019626342,9.843795163414516,69.72463048080654,4.210205348966095,0.0,critique
38757.86531771126,7.632759114327337,47.03543917325606,0.5018829429607633,74717.55855588551,normal
31197.61311656556,19.477378514182035,44.270064683306224,0.5460091195257587,68098.63207113619,normal
222957.3761242008,11.381085809190505,47.939003365246876,5.019762810014168,0.0,critique
188797.04128106314,13.564876731795891,26.4551922109787,3.7041623203943295,0.0,critique
134370.806179494,7.114701274319463,82.42922989483976,1.6743848031757704,0.0,critique
220337.792549044,6.9765920762779965,52.93723812161096,2.096986412388879,0.0,critique
120348.68437699812,4.067139777856856,95.04432147331713,2.05380399691219,0.0,critique
10086.732235646845,17.218092549326855,65.24043721683088,0.14862795907426318,127705.80613886053,normal
62820.815442130865,18.524406369504835,59.156636116696575,0.9381842688562433,9272.359671563507,critique
143669.97703443933,9.816573737299887,27.282995520953083,1.9857422988657691,0.0,critique
205230.94669117304,7.049951254370857,27.334121714873767,2.0612506075392694,0.0,critique
35859.73893447638,4.983436476909109,115.98154624145562,0.2791397451283653,108129.03823074521,normal
190173.6679521554,10.29403535685115,100.32423781181097,4.349804228742029,0.0,critique
214514.216411937,1.0962954425437732,78.6656173305467,2.2665639397177832,0.0,critique
151055.4995508847,3.818775876857694,57.15619513735541,2.9035823319043246,0.0,critique
43993.222474643444,8.419793680323973,104.43304870557776,0.46481416621404853,80277.87506789272,normal
287933.9100085027,14.521564297795988,40.49884411342468,6.109820328335307,0.0,critique
13753.296593635656,19.9466824180842,91.66375365406076,0.4164533915636971,87531.99126544544,normal
277099.08865691116,15.865453302636368,40.78137612975199,6.055273950025739,0.0,critique
121422.44777707255,4.761474802194707,35.34332077485946,1.1592163322810882,0.0,critique
221928.22341446095,1.2592604363619841,104.83352792409356,4.798055422930529,0.0,critique
263077.05778847274,15.369373717600237,48.26588547484931,5.627486791337049,0.0,critique
100855.93174024277,7.490560728537199,45.85663482556188,1.8378775378055388,0.0,critique
293786.2082763019,9.249594163255264,80.89810321557829,6.722264453726983,0.0,critique
7339.472761137722,3.8896968061041415,73.69116771916197,0.0783368172012266,138249.47741981602,normal
144862.73183694977,1.4077246838465074,57.276100322374106,0.9603998462342236,5940.023064866462,critique
193742.492524081,0.698501867018706,89.91401314558846,1.291689895553401,0.0,critique
195374.4163108846,3.8682044202076904,25.776055633793487,2.431068382491707,0.0,critique
104024.5958689488,7.690493316464404,38.21420422822337,1.6466586266114334,0.0,critique
88758.74022131258,14.298504427550453,80.73364041800274,1.981944202580758,0.0,critique
269364.5837120339,1.1132390778293155,71.71320399466063,2.745119069156274,0.0,critique
198989.50360493734,16.350531920670882,83.6372562425521,4.1626300135372105,0.0,critique
38159.96854065703,13.893772978005464,100.52478827052079,1.1537303368138685,0.0,critique
49917.39517986971,8.83008952597816,41.644682105720406,1.081001508891567,0.0,critique
74692.55085567606,19.66067140487162,27.35034449170664,2.226109296280404,0.0,critique
278284.79293032695,18.99006322192134,104.52998374636476,6.73813127474024,0.0,critique
97887.7075641912,16.193239872969485,113.06189573505836,1.6917865837877928,0.0,critique
7165.400637488495,2.976221936916865,97.91742094898747,0.07786514166349165,138320.22875047624,normal
22113.215534493367,14.321933018261142,21.863442356070898,0.3978191791922682,90327.12312115976,normal
184602.76029261635,2.6714053330210774,73.60251236086995,3.4500832584777044,0.0,critique
116896.22763772283,17.125440686597937,112.24152308476897,2.754902011495292,0.0,critique
69101.38482618761,14.85973177968317,32.2662563837034,2.437634474354591,0.0,critique
255481.98267561177,15.076804092378993,43.65455026111823,7.511491697641456,0.0,critique
43701.37666239483,5.4101687476557565,38.9616605998537,0.650652261321818,52402.1608017273,normal
243458.9073836409,8.735885668866922,57.70732627267783,3.550811469152018,0.0,critique
252445.92452117713,10.66261323855696,41.80726843698689,4.503457524952466,0.0,critique
290301.0834179651,16.845293996391643,45.40583735994768,11.549453191501362,0.0,critique
162941.82532614085,16.93013766708023,89.1253669448758,2.621159850869063,0.0,critique
151564.79488239015,7.568570036532137,86.65584576416254,2.97368462266567,0.0,critique
10039.511029235315,10.309701110338302,51.05551462182028,0.17581256783852672,123628.11482422099,normal
256758.52467595783,12.722709164556115,71.72086274492912,7.93428840838225,0.0,critique
239644.30251405668,0.1340048071578459,51.88887106978079,2.6925884735314045,0.0,critique
156610.7305777861,11.25421153122167,64.51411422654738,1.9142804665997253,0.0,critique
251825.95841838402,12.308640070141344,112.33177442621813,4.474691786809357,0.0,critique
